statefips,date,employment,spend_all,covid_severity,is_red_state,StayAtHome_Active,BizClosure_Active,SchoolClosure_Active,Red_State_Policy_Interaction
50,2020-06-07,-0.199,0.08268571428571428,7.234285714285714,0.0,1,0,0,0.0
51,2020-06-07,-0.115,-0.11332857142857143,76.22857142857143,0.0,1,0,0,0.0
53,2020-06-07,-0.149,-0.21757142857142855,27.214285714285715,0.0,0,0,0,0.0
54,2020-06-07,-0.212,0.08561428571428571,9.732857142857142,1.0,0,0,0,0.0
55,2020-06-07,-0.0883,-0.07947142857142857,48.471428571428575,0.0,0,0,0,0.0
56,2020-06-07,-0.138,-0.05992857142857143,8.788571428571428,1.0,0,0,0,0.0
1,2020-06-14,-0.154,-0.05891428571428571,75.57142857142857,1.0,0,0,0,0.0
2,2020-06-14,-0.176,-0.12457142857142857,17.885714285714286,1.0,0,0,0,0.0
4,2020-06-14,-0.0981,-0.11985714285714286,114.45714285714287,0.0,0,0,0,0.0
5,2020-06-14,-0.0919,-0.08748571428571429,86.24285714285715,1.0,0,0,0,0.0
6,2020-06-14,-0.135,-0.21614285714285714,51.1,0.0,1,0,0,0.0
8,2020-06-14,-0.0838,-0.12514285714285714,23.3,0.0,0,0,0,0.0
9,2020-06-14,-0.103,-0.1415714285714286,34.285714285714285,0.0,1,1,0,0.0
10,2020-06-14,-0.0958,-0.10394285714285714,36.857142857142854,0.0,0,1,0,0.0
12,2020-06-14,-0.0841,-0.11028571428571429,43.92857142857143,1.0,0,0,0,0.0
13,2020-06-14,-0.11,-0.058671428571428576,45.942857142857136,0.0,0,0,0,0.0
15,2020-06-14,-0.296,-0.010374285714285714,2.6128571428571425,0.0,0,0,0,0.0
16,2020-06-14,-0.107,-0.03631428571428571,14.885714285714286,1.0,0,0,0,0.0
17,2020-06-14,-0.103,-0.07678571428571428,51.67142857142857,0.0,0,0,0,0.0
18,2020-06-14,-0.0839,-0.08465714285714286,40.114285714285714,1.0,0,0,0,0.0
19,2020-06-14,-0.176,-0.12914285714285714,70.84285714285714,1.0,0,0,0,0.0
20,2020-06-14,-0.073,-0.05715714285714286,22.571428571428573,1.0,0,0,0,0.0
21,2020-06-14,-0.108,0.051057142857142856,31.5,1.0,0,0,0,0.0
22,2020-06-14,-0.149,-0.018602857142857143,67.6,1.0,0,0,0,0.0
23,2020-06-14,-0.0666,0.053228571428571424,17.02857142857143,0.0,0,0,0,0.0
24,2020-06-14,-0.108,-0.13614285714285715,70.8,0.0,0,0,0,0.0
25,2020-06-14,-0.154,-0.11385714285714285,36.57142857142857,0.0,0,0,0,0.0
26,2020-06-14,-0.139,0.031128571428571426,44.885714285714286,0.0,0,0,0,0.0
27,2020-06-14,-0.123,-0.10614285714285714,51.285714285714285,0.0,0,0,0,0.0
28,2020-06-14,-0.0701,-0.006874857142857143,72.34285714285714,1.0,1,0,0,1.0
29,2020-06-14,-0.0675,-0.06048571428571429,25.97142857142857,1.0,0,0,0,0.0
30,2020-06-14,-0.128,-0.19114285714285714,3.474285714285714,1.0,0,0,0,0.0
31,2020-06-14,-0.0512,-0.08054285714285714,61.771428571428565,1.0,0,0,0,0.0
32,2020-06-14,-0.146,-0.15585714285714286,43.300000000000004,0.0,0,0,0,0.0
33,2020-06-14,-0.0957,0.004908571428571429,24.657142857142855,0.0,1,0,0,0.0
34,2020-06-14,-0.157,-0.07432857142857142,34.81428571428571,0.0,0,1,0,0.0
35,2020-06-14,-0.133,-0.16357142857142856,47.18571428571429,0.0,0,0,0,0.0
36,2020-06-14,-0.188,-0.08650000000000001,30.228571428571428,0.0,0,0,0,0.0
37,2020-06-14,-0.113,-0.08774285714285714,73.54285714285713,1.0,0,0,0,0.0
38,2020-06-14,-0.202,-0.020431428571428573,33.357142857142854,1.0,0,0,0,0.0
39,2020-06-14,-0.0853,-0.028142857142857143,23.52857142857143,1.0,0,0,0,0.0
40,2020-06-14,-0.0793,-0.016861428571428572,20.357142857142858,1.0,0,0,0,0.0
41,2020-06-14,-0.133,-0.18214285714285716,17.942857142857143,0.0,0,0,0,0.0
42,2020-06-14,-0.129,-0.04107142857142857,27.74285714285714,0.0,0,0,0,0.0
44,2020-06-14,-0.143,-0.1001,51.57142857142857,0.0,0,0,0,0.0
45,2020-06-14,-0.0856,-0.014164285714285714,67.34285714285714,1.0,0,0,0,0.0
46,2020-06-14,-0.119,-0.20885714285714285,50.81428571428571,1.0,0,0,0,0.0
47,2020-06-14,-0.0639,0.04707142857142858,50.471428571428575,1.0,0,0,0,0.0
48,2020-06-14,-0.103,-0.08492857142857144,42.65714285714286,1.0,0,0,0,0.0
49,2020-06-14,-0.0862,-0.10365714285714286,73.28571428571429,1.0,0,0,0,0.0
50,2020-06-14,-0.182,0.06137142857142857,14.014285714285714,0.0,1,0,0,0.0
51,2020-06-14,-0.107,-0.08535714285714287,57.55714285714286,0.0,1,0,0,0.0
53,2020-06-14,-0.138,-0.193,28.32857142857143,0.0,0,0,0,0.0
54,2020-06-14,-0.214,0.06217142857142858,7.181428571428571,1.0,0,0,0,0.0
55,2020-06-14,-0.0849,-0.07351428571428571,62.55714285714286,0.0,0,0,0,0.0
56,2020-06-14,-0.124,-0.08091428571428572,14.277142857142858,1.0,0,0,0,0.0
1,2020-06-21,-0.152,-0.026195714285714287,105.41428571428571,1.0,0,0,0,0.0
2,2020-06-21,-0.171,-0.10112857142857143,17.685714285714287,1.0,0,0,0,0.0
4,2020-06-21,-0.103,-0.0997,175.71428571428572,0.0,0,0,0,0.0
5,2020-06-21,-0.0896,-0.10944285714285715,103.14285714285714,1.0,0,0,0,0.0
6,2020-06-21,-0.131,-0.18285714285714286,59.199999999999996,0.0,1,0,0,0.0
8,2020-06-21,-0.0788,-0.08485714285714285,21.7,0.0,0,0,0,0.0
9,2020-06-21,-0.0968,-0.1187142857142857,26.557142857142857,0.0,1,1,0,0.0
10,2020-06-21,-0.0801,-0.07391428571428571,43.028571428571425,0.0,0,1,0,0.0
12,2020-06-21,-0.0836,-0.08092857142857143,79.45714285714287,1.0,0,0,0,0.0
13,2020-06-21,-0.111,-0.047319999999999994,55.871428571428574,0.0,0,0,0,0.0
15,2020-06-21,-0.293,0.036708571428571424,5.0042857142857144,0.0,0,0,0,0.0
16,2020-06-21,-0.109,-0.028905714285714285,25.099999999999998,1.0,0,0,0,0.0
17,2020-06-21,-0.097,-0.04275714285714286,35.4,0.0,0,0,0,0.0
18,2020-06-21,-0.0781,-0.09125714285714286,40.41428571428571,1.0,0,0,0,0.0
19,2020-06-21,-0.168,-0.11942857142857144,61.214285714285715,1.0,0,0,0,0.0
20,2020-06-21,-0.0707,-0.040628571428571424,31.385714285714283,1.0,0,0,0,0.0
21,2020-06-21,-0.1,0.04624285714285714,26.657142857142855,1.0,0,0,0,0.0
22,2020-06-21,-0.148,-0.006931428571428572,84.55714285714285,1.0,0,0,0,0.0
23,2020-06-21,-0.054,0.07118571428571428,14.685714285714285,0.0,0,0,0,0.0
24,2020-06-21,-0.104,-0.12242857142857143,51.15714285714286,0.0,0,0,0,0.0
25,2020-06-21,-0.142,-0.06881428571428572,25.714285714285715,0.0,0,0,0,0.0
26,2020-06-21,-0.127,0.05747142857142857,14.414285714285715,0.0,0,0,0,0.0
27,2020-06-21,-0.116,-0.08792857142857144,42.142857142857146,0.0,0,0,0,0.0
28,2020-06-21,-0.071,0.018855714285714285,66.61428571428571,1.0,1,0,0,1.0
29,2020-06-21,-0.0653,-0.03753142857142857,27.485714285714288,1.0,0,0,0,0.0
30,2020-06-21,-0.12,-0.18814285714285714,8.041428571428572,1.0,0,0,0,0.0
31,2020-06-21,-0.0464,-0.07845714285714286,57.457142857142856,1.0,0,0,0,0.0
32,2020-06-21,-0.139,-0.11808571428571428,57.05714285714286,0.0,0,0,0,0.0
33,2020-06-21,-0.0844,0.04084285714285714,17.62857142857143,0.0,0,0,0,0.0
34,2020-06-21,-0.146,-0.029622857142857142,26.87142857142857,0.0,0,0,0,0.0
35,2020-06-21,-0.128,-0.1417142857142857,38.128571428571426,0.0,0,0,0,0.0
36,2020-06-21,-0.176,-0.04951428571428572,25.057142857142857,0.0,0,0,0,0.0
37,2020-06-21,-0.11,-0.08104285714285715,82.88571428571429,1.0,0,0,0,0.0
38,2020-06-21,-0.191,-0.015765714285714286,28.24285714285714,1.0,0,0,0,0.0
39,2020-06-21,-0.0814,-0.007952857142857143,26.814285714285713,1.0,0,0,0,0.0
40,2020-06-21,-0.0781,-0.01904242857142857,42.42857142857143,1.0,0,0,0,0.0
41,2020-06-21,-0.124,-0.15514285714285717,26.75714285714286,0.0,0,0,0,0.0
42,2020-06-21,-0.12,-0.009882857142857141,22.67142857142857,0.0,0,0,0,0.0
44,2020-06-21,-0.13,-0.025467142857142855,39.871428571428574,0.0,0,0,0,0.0
45,2020-06-21,-0.081,-0.01683,101.14285714285714,1.0,0,0,0,0.0
46,2020-06-21,-0.0879,-0.171,48.4,1.0,0,0,0,0.0
47,2020-06-21,-0.0619,0.04874285714285714,59.82857142857143,1.0,0,0,0,0.0
48,2020-06-21,-0.106,-0.07101428571428571,67.9,1.0,0,0,0,0.0
49,2020-06-21,-0.087,-0.09222857142857142,85.55714285714285,1.0,0,0,0,0.0
50,2020-06-21,-0.176,0.09924285714285715,5.4957142857142856,0.0,1,0,0,0.0
51,2020-06-21,-0.104,-0.08128571428571428,41.971428571428575,0.0,1,0,0,0.0
53,2020-06-21,-0.13,-0.16185714285714287,31.214285714285715,0.0,0,0,0,0.0
54,2020-06-21,-0.206,0.052714285714285714,11.188571428571427,1.0,0,0,0,0.0
55,2020-06-21,-0.0855,-0.06811428571428571,47.1,0.0,0,0,0,0.0
56,2020-06-21,-0.115,-0.0769,22.7,1.0,0,0,0,0.0
1,2020-06-28,-0.154,-0.03654428571428571,99.94285714285715,1.0,0,0,0,0.0
2,2020-06-28,-0.162,-0.08724285714285715,22.942857142857143,1.0,0,0,0,0.0
4,2020-06-28,-0.109,-0.11561428571428571,268.0,0.0,0,0,0,0.0
5,2020-06-28,-0.0909,-0.17314285714285713,128.28571428571428,1.0,0,0,0,0.0
6,2020-06-28,-0.132,-0.18371428571428572,86.27142857142857,0.0,1,0,0,0.0
8,2020-06-28,-0.0764,-0.08794285714285713,27.185714285714283,0.0,0,0,0,0.0
9,2020-06-28,-0.0938,-0.13214285714285715,14.728571428571428,0.0,1,1,0,0.0
10,2020-06-28,-0.0727,-0.0848,45.728571428571435,0.0,0,1,0,0.0
12,2020-06-28,-0.0855,-0.09691428571428572,144.0,1.0,0,0,0,0.0
13,2020-06-28,-0.114,-0.040951428571428576,89.31428571428572,0.0,0,0,0,0.0
15,2020-06-28,-0.295,0.028614285714285714,5.58,0.0,0,0,0,0.0
16,2020-06-28,-0.11,-0.04642428571428571,63.271428571428565,1.0,0,0,0,0.0
17,2020-06-28,-0.0904,-0.06785714285714285,37.32857142857143,0.0,0,0,0,0.0
18,2020-06-28,-0.0739,-0.10522857142857142,35.24285714285715,1.0,0,0,0,0.0
19,2020-06-28,-0.158,-0.1457142857142857,75.05714285714285,1.0,0,0,0,0.0
20,2020-06-28,-0.0684,-0.06785714285714285,47.300000000000004,1.0,0,0,0,0.0
21,2020-06-28,-0.0968,0.029901428571428572,31.557142857142857,1.0,0,0,0,0.0
22,2020-06-28,-0.148,-0.04933571428571428,101.27142857142857,1.0,0,0,0,0.0
23,2020-06-28,-0.0406,0.08144285714285715,14.342857142857143,0.0,0,0,0,0.0
24,2020-06-28,-0.0998,-0.12428571428571429,41.471428571428575,0.0,0,0,0,0.0
25,2020-06-28,-0.133,-0.04738571428571429,21.728571428571428,0.0,0,0,0,0.0
26,2020-06-28,-0.119,0.06708571428571429,20.542857142857144,0.0,0,0,0,0.0
27,2020-06-28,-0.111,-0.09240000000000001,45.18571428571429,0.0,0,0,0,0.0
28,2020-06-28,-0.0754,-0.02034,119.77142857142857,1.0,1,0,0,1.0
29,2020-06-28,-0.0654,-0.03192857142857143,40.48571428571428,1.0,0,0,0,0.0
30,2020-06-28,-0.122,-0.1682857142857143,13.385714285714286,1.0,0,0,0,0.0
31,2020-06-28,-0.0498,-0.09519999999999999,52.957142857142856,1.0,0,0,0,0.0
32,2020-06-28,-0.137,-0.12029999999999999,93.65714285714286,0.0,0,0,0,0.0
33,2020-06-28,-0.075,0.02727,14.242857142857144,0.0,0,0,0,0.0
34,2020-06-28,-0.137,0.0007614285714285716,36.142857142857146,0.0,0,0,0,0.0
35,2020-06-28,-0.124,-0.12342857142857143,49.728571428571435,0.0,0,0,0,0.0
36,2020-06-28,-0.167,-0.05171428571428571,23.542857142857144,0.0,0,0,0,0.0
37,2020-06-28,-0.109,-0.09164285714285714,86.05714285714285,1.0,0,0,0,0.0
38,2020-06-28,-0.177,-0.00013000000000000015,26.900000000000002,1.0,0,0,0,0.0
39,2020-06-28,-0.0805,-0.021345714285714284,39.771428571428565,1.0,0,0,0,0.0
40,2020-06-28,-0.0764,-0.010235714285714287,63.41428571428571,1.0,0,0,0,0.0
41,2020-06-28,-0.123,-0.159,31.099999999999998,0.0,0,0,0,0.0
42,2020-06-28,-0.114,-0.01953857142857143,26.97142857142857,0.0,0,0,0,0.0
44,2020-06-28,-0.127,-0.08290714285714286,33.31428571428571,0.0,0,0,0,0.0
45,2020-06-28,-0.0825,-0.018997142857142855,145.14285714285714,1.0,0,0,0,0.0
46,2020-06-28,-0.0808,-0.16985714285714287,43.357142857142854,1.0,0,0,0,0.0
47,2020-06-28,-0.0636,0.03738142857142857,72.21428571428571,1.0,0,0,0,0.0
48,2020-06-28,-0.11,-0.0936,114.92857142857143,1.0,0,0,0,0.0
49,2020-06-28,-0.0893,-0.08222857142857143,108.71428571428571,1.0,0,0,0,0.0
50,2020-06-28,-0.169,0.07077142857142857,7.484285714285714,0.0,1,0,0,0.0
51,2020-06-28,-0.102,-0.09432857142857143,43.528571428571425,0.0,1,0,0,0.0
53,2020-06-28,-0.127,-0.15357142857142855,42.6,0.0,0,0,0,0.0
54,2020-06-28,-0.202,0.04188571428571429,14.828571428571427,1.0,0,0,0,0.0
55,2020-06-28,-0.0856,-0.06677142857142856,45.642857142857146,0.0,0,0,0,0.0
56,2020-06-28,-0.103,-0.0656,31.928571428571427,1.0,0,0,0,0.0
1,2020-07-05,-0.159,-0.057114285714285715,150.14285714285714,1.0,0,0,0,0.0
2,2020-07-05,-0.155,-0.07304285714285715,36.114285714285714,1.0,0,0,0,0.0
4,2020-07-05,-0.114,-0.11942857142857143,319.57142857142856,0.0,0,0,0,0.0
5,2020-07-05,-0.0945,-0.1071,132.0,1.0,0,0,0,0.0
6,2020-07-05,-0.132,-0.16571428571428573,118.81428571428572,0.0,1,0,0,0.0
8,2020-07-05,-0.0746,-0.08505714285714286,32.0,0.0,0,0,0,0.0
9,2020-07-05,-0.0931,-0.11662857142857143,16.385714285714286,0.0,1,1,0,0.0
10,2020-07-05,-0.0682,-0.08788571428571428,77.27142857142857,0.0,0,1,0,0.0
12,2020-07-05,-0.0886,-0.08902857142857143,247.71428571428572,1.0,0,0,0,0.0
13,2020-07-05,-0.115,-0.037457142857142856,136.57142857142858,0.0,0,0,0,0.0
15,2020-07-05,-0.298,0.02872857142857143,7.155714285714285,0.0,0,0,0,0.0
16,2020-07-05,-0.111,-0.036937142857142856,103.95714285714287,1.0,0,0,0,0.0
17,2020-07-05,-0.0868,-0.06138571428571428,43.228571428571435,0.0,0,0,0,0.0
18,2020-07-05,-0.0698,-0.11342857142857143,42.31428571428571,1.0,0,0,0,0.0
19,2020-07-05,-0.15,-0.1352857142857143,89.60000000000001,1.0,0,0,0,0.0
20,2020-07-05,-0.0678,-0.05495714285714286,73.39999999999999,1.0,0,0,0,0.0
21,2020-07-05,-0.0967,0.007805714285714286,33.81428571428571,1.0,0,0,0,0.0
22,2020-07-05,-0.146,-0.034871428571428574,169.57142857142858,1.0,0,0,0,0.0
23,2020-07-05,-0.0219,0.03268571428571428,18.928571428571427,0.0,0,0,0,0.0
24,2020-07-05,-0.0972,-0.10177142857142858,43.44285714285714,0.0,0,0,0,0.0
25,2020-07-05,-0.125,-0.057557142857142855,21.32857142857143,0.0,0,0,0,0.0
26,2020-07-05,-0.111,0.06337142857142856,26.7,0.0,0,0,0,0.0
27,2020-07-05,-0.105,-0.08978571428571429,49.942857142857136,0.0,0,0,0,0.0
28,2020-07-05,-0.0815,-0.01199,154.14285714285714,1.0,1,0,0,1.0
29,2020-07-05,-0.0663,-0.034068857142857144,50.15714285714286,1.0,0,0,0,0.0
30,2020-07-05,-0.117,-0.149,25.442857142857143,1.0,0,0,0,0.0
31,2020-07-05,-0.0528,-0.06664285714285714,56.614285714285714,1.0,0,0,0,0.0
32,2020-07-05,-0.136,-0.12292857142857143,160.85714285714286,0.0,0,0,0,0.0
33,2020-07-05,-0.0742,0.00651,13.557142857142859,0.0,0,0,0,0.0
34,2020-07-05,-0.131,-0.0275,32.3,0.0,0,0,0,0.0
35,2020-07-05,-0.123,-0.12000000000000001,64.5,0.0,0,0,0,0.0
36,2020-07-05,-0.163,-0.05941428571428571,22.957142857142856,0.0,0,0,0,0.0
37,2020-07-05,-0.11,-0.08705714285714285,101.92857142857143,1.0,0,0,0,0.0
38,2020-07-05,-0.165,0.0058114285714285716,36.528571428571425,1.0,0,0,0,0.0
39,2020-07-05,-0.0808,-0.03774285714285714,53.728571428571435,1.0,0,0,0,0.0
40,2020-07-05,-0.0774,-0.017345714285714287,68.85714285714286,1.0,0,0,0,0.0
41,2020-07-05,-0.123,-0.12985714285714287,38.68571428571429,0.0,0,0,0,0.0
42,2020-07-05,-0.108,-0.0044742857142857145,33.471428571428575,0.0,0,0,0,0.0
44,2020-07-05,-0.128,-0.08047714285714284,28.642857142857142,0.0,0,0,0,0.0
45,2020-07-05,-0.0867,-0.01823857142857143,204.14285714285714,1.0,0,0,0,0.0
46,2020-07-05,-0.0592,-0.16385714285714287,46.01428571428572,1.0,0,0,0,0.0
47,2020-07-05,-0.07,0.013902857142857144,121.04285714285713,1.0,0,0,0,0.0
48,2020-07-05,-0.116,-0.09812857142857144,153.71428571428572,1.0,0,0,0,0.0
49,2020-07-05,-0.0916,-0.07015714285714285,121.28571428571429,1.0,0,0,0,0.0
50,2020-07-05,-0.165,0.044571428571428574,6.272857142857142,0.0,1,0,0,0.0
51,2020-07-05,-0.1,-0.08182857142857143,44.65714285714286,0.0,1,0,0,0.0
53,2020-07-05,-0.124,-0.13228571428571428,50.58571428571429,0.0,0,0,0,0.0
54,2020-07-05,-0.194,0.04072857142857143,21.085714285714285,1.0,0,0,0,0.0
55,2020-07-05,-0.0862,-0.055414285714285715,63.81428571428571,0.0,0,0,0,0.0
56,2020-07-05,-0.0873,-0.019515714285714286,38.371428571428574,1.0,0,0,0,0.0
1,2020-07-12,-0.161,-0.04235714285714286,174.28571428571428,1.0,0,0,0,0.0
2,2020-07-12,-0.144,-0.061671428571428565,43.24285714285714,1.0,0,0,0,0.0
4,2020-07-12,-0.12,-0.09525714285714286,348.0,0.0,0,0,0,0.0
5,2020-07-12,-0.0966,-0.06581428571428571,138.0,1.0,0,0,0,0.0
6,2020-07-12,-0.134,-0.14885714285714285,140.14285714285714,0.0,1,0,0,0.0
8,2020-07-12,-0.0732,-0.0670142857142857,40.81428571428571,0.0,0,0,0,0.0
9,2020-07-12,-0.0919,-0.08005714285714285,15.799999999999999,0.0,1,1,0,0.0
10,2020-07-12,-0.0645,-0.06995714285714286,84.52857142857144,0.0,0,1,0,0.0
12,2020-07-12,-0.092,-0.07745714285714286,299.14285714285717,1.0,0,0,0,0.0
13,2020-07-12,-0.117,-0.03161428571428571,164.57142857142858,0.0,0,0,0,0.0
15,2020-07-12,-0.298,0.08304285714285715,12.177142857142856,0.0,0,0,0,0.0
16,2020-07-12,-0.112,-0.004217142857142858,158.28571428571428,1.0,0,0,0,0.0
17,2020-07-12,-0.081,-0.03945714285714286,46.65714285714286,0.0,0,0,0,0.0
18,2020-07-12,-0.0676,-0.10375714285714285,50.214285714285715,1.0,0,0,0,0.0
19,2020-07-12,-0.155,-0.14114285714285715,103.97142857142856,1.0,0,0,0,0.0
20,2020-07-12,-0.0696,-0.046071428571428576,93.74285714285715,1.0,0,0,0,0.0
21,2020-07-12,-0.097,0.029500000000000002,52.114285714285714,1.0,0,0,0,0.0
22,2020-07-12,-0.148,0.028885714285714285,238.42857142857142,1.0,0,0,0,0.0
23,2020-07-12,-0.00884,0.0688,11.562857142857142,0.0,0,0,0,0.0
24,2020-07-12,-0.0963,-0.07615714285714285,51.128571428571426,0.0,0,0,0,0.0
25,2020-07-12,-0.118,-0.03498571428571429,21.771428571428572,0.0,0,0,0,0.0
26,2020-07-12,-0.108,0.0631,34.7,0.0,0,0,0,0.0
27,2020-07-12,-0.104,-0.07845714285714286,57.271428571428565,0.0,0,0,0,0.0
28,2020-07-12,-0.0861,0.032697142857142855,165.85714285714286,1.0,1,0,0,1.0
29,2020-07-12,-0.0666,-0.030461428571428573,65.68571428571428,1.0,0,0,0,0.0
30,2020-07-12,-0.108,-0.1372857142857143,39.41428571428571,1.0,0,0,0,0.0
31,2020-07-12,-0.0541,-0.059000000000000004,58.74285714285714,1.0,0,0,0,0.0
32,2020-07-12,-0.136,-0.09965714285714286,167.85714285714286,0.0,0,0,0,0.0
33,2020-07-12,-0.0714,0.04447142857142857,11.008571428571429,0.0,0,0,0,0.0
34,2020-07-12,-0.125,-0.028314285714285712,23.728571428571428,0.0,0,0,0,0.0
35,2020-07-12,-0.123,-0.1147142857142857,80.62857142857142,0.0,0,0,0,0.0
36,2020-07-12,-0.16,-0.04768571428571428,23.714285714285715,0.0,0,0,0,0.0
37,2020-07-12,-0.109,-0.07251428571428573,109.57142857142857,1.0,0,0,0,0.0
38,2020-07-12,-0.156,0.006072857142857144,52.214285714285715,1.0,0,0,0,0.0
39,2020-07-12,-0.0814,-0.020517,64.25714285714285,1.0,0,0,0,0.0
40,2020-07-12,-0.079,-0.007192857142857144,96.95714285714287,1.0,0,0,0,0.0
41,2020-07-12,-0.123,-0.11485714285714287,45.114285714285714,0.0,0,0,0,0.0
42,2020-07-12,-0.105,0.006180714285714285,39.228571428571435,0.0,0,0,0,0.0
44,2020-07-12,-0.125,-0.032035714285714285,29.442857142857143,0.0,0,0,0,0.0
45,2020-07-12,-0.089,-0.006946428571428571,218.14285714285714,1.0,0,0,0,0.0
46,2020-07-12,-0.0585,-0.1562857142857143,47.357142857142854,1.0,0,0,0,0.0
47,2020-07-12,-0.0745,0.028128571428571426,151.57142857142858,1.0,0,0,0,0.0
48,2020-07-12,-0.121,-0.08125714285714285,198.14285714285714,1.0,0,0,0,0.0
49,2020-07-12,-0.0952,-0.05692857142857143,130.28571428571428,1.0,0,0,0,0.0
50,2020-07-12,-0.16,0.07387142857142857,7.164285714285714,0.0,1,0,0,0.0
51,2020-07-12,-0.0989,-0.05381428571428571,50.91428571428571,0.0,1,0,0,0.0
53,2020-07-12,-0.123,-0.11171428571428572,59.58571428571428,0.0,0,0,0,0.0
54,2020-07-12,-0.19,0.059585714285714284,42.885714285714286,1.0,0,0,0,0.0
55,2020-07-12,-0.0855,-0.05015714285714286,78.22857142857143,0.0,0,0,0,0.0
56,2020-07-12,-0.0725,-0.013822857142857142,38.699999999999996,1.0,0,0,0,0.0
1,2020-07-19,-0.157,-0.020657142857142857,249.14285714285714,1.0,0,0,0,0.0
2,2020-07-19,-0.134,-0.07692857142857143,66.84285714285714,1.0,0,0,0,0.0
4,2020-07-19,-0.125,-0.08997142857142858,302.57142857142856,0.0,0,0,0,0.0
5,2020-07-19,-0.0951,-0.11814285714285713,163.28571428571428,1.0,0,0,0,0.0
6,2020-07-19,-0.138,-0.14528571428571427,154.71428571428572,0.0,1,0,0,0.0
8,2020-07-19,-0.0715,-0.06497142857142857,54.4,0.0,0,0,0,0.0
9,2020-07-19,-0.0887,-0.05794285714285714,15.700000000000001,0.0,1,1,0,0.0
10,2020-07-19,-0.0615,-0.06838571428571429,64.51428571428572,0.0,0,1,0,0.0
12,2020-07-19,-0.0938,-0.08071428571428571,373.42857142857144,1.0,0,0,0,0.0
13,2020-07-19,-0.117,-0.025657142857142858,202.57142857142858,0.0,0,0,0,0.0
15,2020-07-19,-0.297,0.059757142857142856,12.671428571428573,0.0,0,0,0,0.0
16,2020-07-19,-0.109,-0.0282,204.42857142857142,1.0,0,0,0,0.0
17,2020-07-19,-0.0776,-0.05234285714285714,58.65714285714286,0.0,0,0,0,0.0
18,2020-07-19,-0.0657,-0.10637142857142858,66.28571428571429,1.0,0,0,0,0.0
19,2020-07-19,-0.163,-0.14314285714285716,119.0,1.0,0,0,0,0.0
20,2020-07-19,-0.0773,-0.09765714285714286,111.71428571428571,1.0,0,0,0,0.0
21,2020-07-19,-0.0973,0.006972571428571428,69.31428571428572,1.0,0,0,0,0.0
22,2020-07-19,-0.15,0.022633714285714285,291.85714285714283,1.0,0,0,0,0.0
23,2020-07-19,-0.00423,0.061642857142857145,9.578571428571427,0.0,0,0,0,0.0
24,2020-07-19,-0.0952,-0.07132857142857142,70.77142857142857,0.0,0,0,0,0.0
25,2020-07-19,-0.111,-0.0298,25.814285714285713,0.0,0,0,0,0.0
26,2020-07-19,-0.107,0.028457142857142854,45.65714285714286,0.0,0,0,0,0.0
27,2020-07-19,-0.103,-0.08182857142857143,72.58571428571429,0.0,0,0,0,0.0
28,2020-07-19,-0.0888,-0.003954285714285714,199.85714285714286,1.0,1,0,0,1.0
29,2020-07-19,-0.0658,-0.027385714285714288,88.55714285714285,1.0,0,0,0,0.0
30,2020-07-19,-0.102,-0.176,70.92857142857143,1.0,0,0,0,0.0
31,2020-07-19,-0.0541,-0.09127142857142857,77.01428571428572,1.0,0,0,0,0.0
32,2020-07-19,-0.139,-0.09245714285714286,222.0,0.0,0,0,0,0.0
33,2020-07-19,-0.0654,0.0259,11.842857142857143,0.0,0,0,0,0.0
34,2020-07-19,-0.122,-0.019389999999999998,22.514285714285712,0.0,0,0,0,0.0
35,2020-07-19,-0.128,-0.08935714285714287,89.21428571428571,0.0,0,0,0,0.0
36,2020-07-19,-0.155,-0.04864285714285715,26.142857142857142,0.0,0,0,0,0.0
37,2020-07-19,-0.107,-0.06081428571428571,131.0,1.0,0,0,0,0.0
38,2020-07-19,-0.146,-0.03487142857142857,81.74285714285715,1.0,0,0,0,0.0
39,2020-07-19,-0.081,-0.0432,79.14285714285714,1.0,0,0,0,0.0
40,2020-07-19,-0.0819,-0.07189999999999999,123.14285714285714,1.0,0,0,0,0.0
41,2020-07-19,-0.121,-0.09502857142857143,54.07142857142857,0.0,0,0,0,0.0
42,2020-07-19,-0.102,0.007416285714285715,42.800000000000004,0.0,0,0,0,0.0
44,2020-07-19,-0.115,0.003631857142857143,44.199999999999996,0.0,0,0,0,0.0
45,2020-07-19,-0.0898,-0.006000571428571429,253.71428571428572,1.0,0,0,0,0.0
46,2020-07-19,-0.0547,-0.18185714285714286,45.199999999999996,1.0,0,0,0,0.0
47,2020-07-19,-0.0751,0.011512999999999999,197.57142857142858,1.0,0,0,0,0.0
48,2020-07-19,-0.124,-0.07038571428571429,239.14285714285714,1.0,0,0,0,0.0
49,2020-07-19,-0.0982,-0.055042857142857136,137.28571428571428,1.0,0,0,0,0.0
50,2020-07-19,-0.158,0.1083,8.742857142857144,0.0,1,0,0,0.0
51,2020-07-19,-0.0989,-0.06161428571428572,73.12857142857142,0.0,1,0,0,0.0
53,2020-07-19,-0.123,-0.0969,76.12857142857142,0.0,0,0,0,0.0
54,2020-07-19,-0.188,0.019572857142857142,46.44285714285714,1.0,0,0,0,0.0
55,2020-07-19,-0.0855,-0.07725714285714284,99.91428571428571,0.0,0,0,0,0.0
56,2020-07-19,-0.0689,-0.06032857142857143,43.857142857142854,1.0,0,0,0,0.0
