date,STATEFIP,COUNTYFIP,emp_incq1,Policy_DiD,covid_severity
2020-03-01,13,13089,-0.07314999999999999,0,25.258064516129032
2020-03-01,13,13097,-0.37,0,25.258064516129032
2020-03-01,13,13113,-0.060802499999999995,0,25.258064516129032
2020-03-01,13,13115,0.037004999999999996,0,25.258064516129032
2020-03-01,13,13117,-0.063025,0,25.258064516129032
2020-03-01,13,13121,-0.1447,0,25.258064516129032
2020-03-01,13,13127,0.0888,0,25.258064516129032
2020-03-01,13,13135,-0.04461,0,25.258064516129032
2020-03-01,13,13139,-0.010625000000000002,0,25.258064516129032
2020-03-01,13,13151,-0.0892,0,25.258064516129032
2020-03-01,13,13153,0.0218825,0,25.258064516129032
2020-03-01,13,13187,-0.10859999999999999,0,25.258064516129032
2020-03-01,13,13215,-0.032805,0,25.258064516129032
2020-03-01,13,13217,-0.022025000000000003,0,25.258064516129032
2020-03-01,13,13219,-0.094952,0,25.258064516129032
2020-03-01,13,13223,0.005077500000000002,0,25.258064516129032
2020-03-01,13,13237,-0.049600000000000005,0,25.258064516129032
2020-03-01,13,13245,0.4684,0,25.258064516129032
2020-03-01,13,13247,-0.22125,0,25.258064516129032
2020-03-01,13,13257,-0.26675,0,25.258064516129032
2020-03-01,13,13275,-0.00047499999999999626,0,25.258064516129032
2020-03-01,13,13297,-0.059375000000000004,0,25.258064516129032
2020-03-01,15,15003,-0.2525,0,9.419354838709678
2020-03-01,16,16001,-0.0816,0,6.631578947368421
2020-03-01,16,16069,-0.0453,0,6.631578947368421
2020-03-01,17,17019,-0.0769,0,2.5161290322580645
2020-03-01,17,17031,-0.10777500000000001,0,2.5161290322580645
2020-03-01,17,17043,-0.107125,0,2.5161290322580645
2020-03-01,17,17049,-0.46825,0,2.5161290322580645
2020-03-01,17,17057,-0.0406,0,2.5161290322580645
2020-03-01,17,17089,-0.1258,0,2.5161290322580645
2020-03-01,17,17097,-0.1007,0,2.5161290322580645
2020-03-01,17,17111,-0.03605,0,2.5161290322580645
2020-03-01,17,17119,0.009625,0,2.5161290322580645
2020-03-01,17,17163,-0.080715,0,2.5161290322580645
2020-03-01,17,17167,0.0412,0,2.5161290322580645
2020-03-01,17,17197,-0.1159,0,2.5161290322580645
2020-03-01,18,18001,-0.039285,0,18.774193548387096
2020-03-01,18,18003,-0.08855,0,18.774193548387096
2020-03-01,18,18005,-0.2126,0,18.774193548387096
2020-03-01,18,18011,-0.126375,0,18.774193548387096
2020-03-01,18,18035,4.25e-05,0,18.774193548387096
2020-03-01,18,18039,-0.03974,0,18.774193548387096
2020-03-01,18,18043,0.04575,0,18.774193548387096
2020-03-01,18,18057,-0.11465,0,18.774193548387096
2020-03-01,18,18067,-0.1162,0,18.774193548387096
2020-03-01,18,18071,-0.20975,0,18.774193548387096
2020-03-01,18,18089,-0.0842,0,18.774193548387096
2020-03-01,18,18091,-0.0373225,0,18.774193548387096
2020-03-01,18,18095,-0.15125,0,18.774193548387096
2020-03-01,18,18097,-0.08185,0,18.774193548387096
2020-03-01,18,18105,-0.0806875,0,18.774193548387096
2020-03-01,18,18109,-0.13575,0,18.774193548387096
