YEAR,SERIAL,MONTH,HWTFINL,CPSID,ASECFLAG,STATEFIP,COUNTY,PERNUM,WTFINL,CPSIDP,CPSIDV,AGE,SEX,RACE,HISPAN,EMPSTAT,OCC,IND,DURUNEMP,EDUC,LNKFW1MWT,LowWage,TreatState,status_next_month,found_job,Post,monthly_cases,log_monthly_cases
2018,70230,6,2551.5264,20170407301000,,55,0,3,2837.8794,20170407301003,201704073010031,21,2,200,0,21,4610,8290,17,73,3213.5659,0,0,10.0,1,0,,0.0
2018,70292,6,300.0789,20170407308800,,56,0,2,339.5058,20170407308802,201704073088021,49,2,100,0,21,5860,7580,4,91,362.2375,0,1,34.0,0,0,,0.0
2018,70309,6,257.005,20170407310300,,56,0,1,257.005,20170407310301,201704073103011,24,1,100,0,21,6260,770,2,92,288.9881,0,1,10.0,1,0,,0.0
2018,70788,6,278.1141,20170407359000,,56,0,1,278.1141,20170407359001,201704073590011,36,2,100,0,21,2330,7860,4,111,311.2861,0,1,21.0,0,0,,0.0
2018,71372,4,370.4618,20170407368700,,56,0,1,370.4618,20170407368701,201704073687011,25,2,100,0,21,1560,7290,1,81,409.1348,0,1,10.0,1,0,,0.0
2018,71102,5,357.5519,20170407368700,,56,0,6,250.9898,20170407368706,201704073687061,21,1,100,0,21,4220,8470,1,73,292.2763,0,1,10.0,1,0,,0.0
2018,71095,6,286.9381,20170407390500,,56,0,1,286.9381,20170407390501,201704073905012,30,2,100,0,21,2100,9470,26,73,325.6891,0,1,21.0,0,0,,0.0
2018,799,7,1971.6788,20170500083100,,1,0,4,3543.9647,20170500083104,201705000831041,32,1,805,0,21,6300,770,26,73,3812.6625,0,1,34.0,0,1,,0.0
2018,1263,6,1985.3564,20170500128800,,1,0,1,1985.3564,20170500128801,201705001288011,30,2,100,0,21,3255,8170,6,111,2103.7343,0,1,34.0,0,0,,0.0
2018,1531,5,631.8478,20170500156900,,2,0,2,817.9051,20170500156902,201705001569021,21,1,802,0,21,4140,8680,52,30,887.9507,1,1,21.0,0,0,,0.0
2018,1531,6,613.5353,20170500156900,,2,0,2,815.7559,20170500156902,201705001569021,21,1,802,0,21,4140,8680,56,30,929.0609,1,1,21.0,0,0,,0.0
2018,1506,7,506.5702,20170500156900,,2,0,2,753.9555,20170500156902,201705001569021,21,1,802,0,21,4140,8680,61,30,846.4473,1,1,21.0,0,1,,0.0
2018,1531,5,631.8478,20170500156900,,2,0,3,558.3575,20170500156903,201705001569031,25,1,802,0,21,9110,8180,18,60,613.8398,0,1,10.0,1,0,,0.0
2018,1555,7,483.8557,20170500163100,,2,0,1,446.4525,20170500163101,201705001631011,37,1,100,100,21,4010,8680,3,111,507.9492,1,1,10.0,1,1,,0.0
2018,1609,5,487.8321,20170500165300,,2,0,1,487.8321,20170500165301,201705001653011,33,2,100,0,21,725,9090,12,81,532.1893,0,1,34.0,0,0,,0.0
2018,1608,7,350.3671,20170500168500,,2,0,1,598.9588,20170500168501,201705001685011,46,1,200,0,21,3300,8090,4,73,622.3672,0,1,21.0,0,1,,0.0
2018,1608,7,350.3671,20170500168500,,2,0,2,350.3671,20170500168502,201705001685023,45,2,200,0,21,4230,9290,20,111,388.568,0,1,21.0,0,1,,0.0
2018,1816,5,427.8206,20170500185400,,2,0,1,494.4292,20170500185401,201705001854011,36,1,100,0,21,1107,7390,52,111,538.5716,0,1,10.0,1,0,,0.0
2018,1854,5,637.64,20170500189800,,2,0,1,637.64,20170500189801,201705001898011,28,1,100,0,21,7420,770,6,73,707.5785,0,1,21.0,0,0,,0.0
2018,1847,6,612.0479,20170500189800,,2,0,1,612.0479,20170500189801,201705001898011,28,1,100,0,21,7420,770,10,73,665.3574,0,1,21.0,0,0,,0.0
2018,1814,7,542.9419,20170500189800,,2,0,1,542.9419,20170500189801,201705001898011,28,1,100,0,21,7420,770,15,73,619.1902,0,1,21.0,0,1,,0.0
2018,2298,5,892.5369,20170500238000,,2,0,4,760.6637,20170500238003,201705002380031,30,1,300,0,21,6420,770,6,73,817.7255,0,1,12.0,1,0,,0.0
2018,2389,6,2870.7803,20170500247600,,4,4013,1,2870.7803,20170500247601,201705002476011,31,2,100,100,21,5520,8180,8,92,3228.4044,0,1,21.0,0,0,,0.0
2018,2376,7,2922.0027,20170500247600,,4,4013,1,2922.0027,20170500247601,201705002476011,31,2,100,100,21,5520,8180,13,92,3259.5185,0,1,21.0,0,1,,0.0
2018,2556,6,2898.9125,20170500263100,,4,4019,1,2898.9125,20170500263101,201705002631011,33,2,100,0,21,2310,7860,4,123,3287.4118,0,1,21.0,0,0,,0.0
2018,2524,7,2936.9276,20170500263100,,4,4019,1,2936.9276,20170500263101,201705002631011,33,2,100,0,21,2310,7860,9,123,3186.7568,0,1,10.0,1,1,,0.0
2018,2612,5,4410.6017,20170500268300,,4,4013,2,4410.6017,20170500268302,201705002683021,53,2,100,100,21,9640,7780,13,111,4800.7004,0,1,34.0,0,0,,0.0
2018,2730,6,4781.5149,20170500279500,,4,4013,5,4014.2119,20170500279505,201705002795051,23,1,100,100,21,4120,8590,2,81,4666.4381,1,1,10.0,1,0,,0.0
2018,2777,6,3985.8872,20170500284400,,4,4019,2,3985.8872,20170500284402,201705002844021,58,2,100,0,21,2310,7860,2,111,4387.998,0,1,21.0,0,0,,0.0
2018,2742,7,3999.8555,20170500284400,,4,4019,2,3999.8555,20170500284402,201705002844021,58,2,100,0,21,2310,7860,7,111,4182.6055,0,1,10.0,1,1,,0.0
2018,2775,7,3333.6259,20170500287600,,4,4013,1,3333.6259,20170500287601,201705002876011,34,1,100,0,21,4610,9290,1,81,3764.7393,0,1,10.0,1,1,,0.0
2018,3294,6,2844.2532,20170500337400,,4,4013,1,2844.2532,20170500337401,201705003374011,33,2,100,100,21,4760,5170,4,81,3198.5727,1,1,21.0,0,0,,0.0
2018,3267,7,2827.6463,20170500337400,,4,4013,1,2827.6463,20170500337401,201705003374011,33,2,100,100,21,4760,5170,9,81,3154.2631,1,1,21.0,0,1,,0.0
2018,3434,7,3951.6221,20170500355000,,4,4027,1,4088.3492,20170500355001,201705003550011,55,1,100,100,21,6440,770,4,60,4322.3981,0,1,10.0,1,1,,0.0
2018,3543,7,1177.3309,20170500367800,,5,0,2,1269.7331,20170500367802,201705003678021,33,1,100,0,21,4250,7770,2,73,1364.8302,0,1,21.0,0,1,,0.0
2018,3985,6,1091.8877,20170500412700,,5,0,1,1091.8877,20170500412701,201705004127011,40,2,100,0,21,4020,7860,3,73,1143.7025,0,1,10.0,1,0,,0.0
2018,4024,5,1116.1298,20170500416900,,5,0,2,1468.6239,20170500416902,201705004169021,25,1,100,0,21,9620,6380,52,73,1585.3063,0,1,21.0,0,0,,0.0
2018,4026,6,1116.652,20170500416900,,5,0,2,1377.6838,20170500416902,201705004169021,25,1,100,0,21,9620,6380,56,73,1473.1746,0,1,21.0,0,0,,0.0
2018,3977,7,1101.7301,20170500416900,,5,0,2,1324.0506,20170500416902,201705004169021,25,1,100,0,21,9620,6380,61,91,1449.8031,0,1,21.0,0,1,,0.0
2018,4144,7,1219.8299,20170500433900,,5,0,2,1357.5504,20170500433902,201705004339021,26,2,100,0,21,9620,6380,6,111,1453.0136,0,1,10.0,1,1,,0.0
2018,4195,5,1205.194,20170500435900,,5,0,1,1205.194,20170500435901,201705004359011,55,2,100,0,21,4610,9170,18,92,1231.1243,0,1,21.0,0,0,,0.0
2018,4211,6,1248.1362,20170500435900,,5,0,1,1248.1362,20170500435901,201705004359011,55,2,100,0,21,4610,9170,22,92,1286.9467,0,1,21.0,0,0,,0.0
2018,4168,7,1192.3427,20170500435900,,5,0,1,1192.3427,20170500435901,201705004359011,55,2,100,0,21,4610,9170,27,92,1216.3736,0,1,10.0,1,1,,0.0
2018,4225,6,1445.3252,20170500437500,,5,0,1,2007.8632,20170500437501,201705004375011,37,1,200,0,21,3930,7860,2,73,2190.8931,0,1,10.0,1,0,,0.0
2018,4288,5,1379.7893,20170500446900,,5,0,1,1364.6129,20170500446901,201705004469011,25,1,100,0,21,4020,8680,4,92,1473.0316,1,1,10.0,1,0,,0.0
2018,4465,6,1229.1662,20170500462600,,5,0,1,1229.1662,20170500462601,201705004626011,51,1,100,0,21,3850,9590,7,81,1285.4193,0,1,21.0,0,0,,0.0
2018,4445,7,1193.7265,20170500462600,,5,0,1,1193.7265,20170500462601,201705004626011,51,1,100,0,21,3850,9590,39,81,1210.8149,0,1,32.0,0,1,,0.0
2018,4738,6,1308.5219,20170500492600,,5,0,4,1854.8817,20170500492603,201705004926031,21,2,200,0,21,7810,1180,26,73,2171.4807,0,1,21.0,0,0,,0.0
2018,4708,7,1459.6239,20170500492600,,5,0,4,1731.9901,20170500492603,201705004926031,21,2,200,0,21,7810,1180,31,73,1959.8049,0,1,21.0,0,1,,0.0
2018,4952,5,3893.8621,20170500517200,,6,6001,2,3826.9684,20170500517201,201705005172012,19,1,651,0,21,4020,8680,22,73,4007.3699,1,0,21.0,0,0,,0.0
2018,4971,6,4117.9714,20170500517200,,6,6001,2,3270.1765,20170500517201,201705005172013,63,1,651,0,21,4020,8680,26,123,3360.1784,1,0,21.0,0,0,,0.0
2018,4930,7,4203.5406,20170500517200,,6,6001,2,3124.4404,20170500517201,201705005172013,63,1,651,0,21,4020,8680,31,123,3271.546,1,0,34.0,0,1,,0.0
2018,5003,7,3434.3625,20170500523000,,6,6073,2,3386.4756,20170500523002,201705005230021,38,1,100,100,21,310,8680,30,123,3658.3531,1,0,21.0,0,1,,0.0
2018,5263,5,4718.4097,20170500550100,,6,0,1,4718.4097,20170500550101,201705005501012,23,1,100,100,21,2200,7870,2,111,5189.1649,0,0,34.0,0,0,,0.0
2018,5251,7,3015.2159,20170500554600,,6,6037,2,3167.5004,20170500554602,201705005546021,37,1,100,0,21,2920,6570,2,91,3266.2298,0,0,21.0,0,1,,0.0
2018,5330,5,2995.5324,20170500556000,,6,6037,1,2995.5324,20170500556001,201705005560011,31,2,100,611,21,4610,9290,22,81,3153.721,0,0,10.0,1,0,,0.0
2018,5330,5,2995.5324,20170500556000,,6,6037,4,3450.005,20170500556003,201705005560031,58,2,100,611,21,8810,2170,119,10,3571.5861,0,0,21.0,0,0,,0.0
2018,5332,6,2899.0002,20170500556000,,6,6037,4,3375.9193,20170500556003,201705005560031,58,2,100,611,21,8810,2170,119,10,3472.5032,0,0,21.0,0,0,,0.0
2018,5278,7,2783.8603,20170500556000,,6,6037,4,3358.6241,20170500556003,201705005560031,58,2,100,611,21,8810,2170,119,10,3554.7408,0,0,21.0,0,1,,0.0
2018,5332,6,2899.0002,20170500556000,,6,6037,2,3921.9766,20170500556004,201705005560041,33,1,100,100,21,6260,770,1,20,4215.3161,0,0,21.0,0,0,,0.0
2018,5278,7,2783.8603,20170500556000,,6,6037,2,3553.5212,20170500556004,201705005560041,33,1,100,100,21,6260,770,6,20,3804.4829,0,0,21.0,0,1,,0.0
2018,5336,5,3004.5,20170500556800,,6,6081,2,3004.5,20170500556802,201705005568021,35,2,100,100,21,4600,8470,16,20,3162.1602,0,0,10.0,1,0,,0.0
2018,5375,5,3631.4705,20170500560400,,6,0,4,3363.6121,20170500560404,201705005604041,34,2,100,100,21,7800,8680,3,73,3541.2384,1,0,34.0,0,0,,0.0
2018,5325,7,3569.3168,20170500560400,,6,0,4,3092.7458,20170500560404,201705005604041,34,2,100,100,21,4110,8680,12,73,3351.6733,1,0,34.0,0,1,,0.0
2018,5596,5,4500.2859,20170500582800,,6,6037,1,4500.2859,20170500582801,201705005828012,38,1,651,0,21,430,7270,12,124,4584.7364,0,0,21.0,0,0,,0.0
2018,5603,6,4233.7467,20170500582800,,6,6037,1,4233.7467,20170500582801,201705005828012,38,1,651,0,21,430,7270,16,124,4674.9768,0,0,34.0,0,0,,0.0
2018,5776,5,3271.7676,20170500603100,,6,6111,5,3842.3282,20170500603105,201705006031051,33,1,100,100,21,5620,4470,43,71,4146.0303,0,0,10.0,1,0,,0.0
2018,5869,6,2749.6303,20170500609800,,6,6037,7,5897.6746,20170500609805,201705006098051,20,2,200,500,21,2310,7860,4,111,6720.7811,0,0,10.0,1,0,,0.0
2018,5927,5,3603.7316,20170500617400,,6,6037,2,2995.5324,20170500617403,201705006174031,30,2,100,100,21,8965,2170,4,73,3153.721,0,0,21.0,0,0,,0.0
2018,5956,6,3429.9853,20170500617400,,6,6037,2,2899.0002,20170500617403,201705006174031,30,2,100,100,21,8965,2170,8,73,3046.013,0,0,21.0,0,0,,0.0
2018,5871,7,3532.8792,20170500617400,,6,6037,2,2783.8603,20170500617403,201705006174031,30,2,100,100,21,8965,2170,13,73,3016.9276,0,0,10.0,1,1,,0.0
2018,6356,6,4297.8624,20170500657600,,6,6001,5,3516.2624,20170500657605,201705006576051,17,1,651,0,21,9620,4970,1,60,3761.9677,1,0,34.0,0,0,,0.0
2018,6635,7,3903.1513,20170500699800,,6,6029,1,3903.1513,20170500699801,201705006998011,32,1,100,600,21,8140,8870,1,81,4178.8051,0,0,21.0,0,1,,0.0
2018,6786,5,3746.1566,20170500706800,,6,0,2,3746.1566,20170500706802,201705007068021,57,2,651,0,21,4110,8680,104,81,3854.8884,1,0,21.0,0,0,,0.0
2018,6835,6,3470.5641,20170500706800,,6,0,2,3470.5641,20170500706802,201705007068021,57,2,651,0,21,4110,8680,108,81,3757.1382,1,0,21.0,0,0,,0.0
2018,6711,7,3734.4883,20170500706800,,6,0,2,3734.4883,20170500706802,201705007068021,57,2,651,0,21,4110,8680,113,81,3851.9277,1,0,21.0,0,1,,0.0
2018,7056,6,3422.2045,20170500728700,,6,0,1,3422.2045,20170500728701,201705007287011,48,1,100,0,21,4930,7380,4,111,3602.9399,0,0,21.0,0,0,,0.0
2018,6919,7,3596.7608,20170500728700,,6,0,1,3596.7608,20170500728701,201705007287011,48,1,100,0,21,4930,7380,9,111,3737.097,0,0,10.0,1,1,,0.0
2018,7084,6,3086.6697,20170500730900,,6,6059,1,3086.6697,20170500730901,201705007309011,73,2,100,0,21,2310,7860,1,92,3174.8117,0,0,12.0,1,0,,0.0
2018,7041,5,3475.4584,20170500733800,,6,6067,3,5196.8713,20170500733803,201705007338031,47,2,200,0,21,9640,5590,22,73,5659.3709,1,0,21.0,0,0,,0.0
2018,7111,6,3369.4848,20170500733800,,6,6067,3,5092.88,20170500733803,201705007338031,47,2,200,0,21,9640,5590,26,73,5522.4518,1,0,34.0,0,0,,0.0
2018,7118,5,3898.209,20170500741900,,6,6037,3,3450.005,20170500741903,201705007419031,59,2,100,600,21,2830,7460,4,123,3571.5861,0,0,32.0,0,0,,0.0
2018,7316,6,2991.3497,20170500755400,,6,0,1,3203.6732,20170500755401,201705007554012,36,1,100,0,21,7630,770,2,92,3325.7021,0,0,10.0,1,0,,0.0
2018,7629,6,2991.3497,20170500792300,,6,6073,2,2991.3497,20170500792302,201705007923021,35,2,100,0,21,2200,7870,3,123,3125.3843,0,0,21.0,0,0,,0.0
2018,7519,7,3053.7495,20170500792300,,6,6073,2,3053.7495,20170500792302,201705007923021,35,2,100,0,21,2200,7870,8,123,3167.4808,0,0,21.0,0,1,,0.0
2018,7669,6,3179.4121,20170500797300,,6,6059,1,3179.4121,20170500797301,201705007973011,52,1,100,0,21,910,6890,2,111,3324.4733,0,0,21.0,0,0,,0.0
2018,7566,7,3198.8932,20170500797300,,6,6059,1,3198.8932,20170500797301,201705007973011,52,1,100,0,21,910,6890,7,111,3328.0663,0,0,21.0,0,1,,0.0
2018,7669,6,3179.4121,20170500797300,,6,6059,2,3179.4121,20170500797303,201705007973031,54,1,100,0,21,710,7390,2,111,3324.4733,0,0,21.0,0,0,,0.0
2018,7566,7,3198.8932,20170500797300,,6,6059,2,3198.8932,20170500797303,201705007973031,54,1,100,0,21,710,7390,7,111,3328.0663,0,0,21.0,0,1,,0.0
2018,8112,5,3262.6434,20170500845500,,6,6029,1,3919.9777,20170500845501,201705008455011,30,1,100,100,21,5240,5070,8,81,4229.8173,1,0,10.0,1,0,,0.0
2018,8749,5,4540.1909,20170500909700,,6,6037,1,4540.1909,20170500909701,201705009097011,23,1,100,100,21,4230,7690,18,81,4993.1652,0,0,21.0,0,0,,0.0
2018,8763,6,4598.4312,20170500909700,,6,6037,1,4598.4312,20170500909701,201705009097011,23,1,100,100,21,4230,7690,22,81,5042.619,0,0,10.0,1,0,,0.0
2018,8800,5,3882.7434,20170500914000,,6,6019,1,3882.7434,20170500914001,201705009140011,52,2,100,0,21,4110,8680,6,73,4026.257,1,0,34.0,0,0,,0.0
2018,8720,7,3699.2348,20170500914000,,6,6019,1,3699.2348,20170500914001,201705009140011,52,2,100,0,21,5160,6870,2,73,3837.6391,0,0,34.0,0,1,,0.0
2018,8804,7,3094.7205,20170500922300,,6,6037,1,3095.3274,20170500922301,201705009223011,63,1,651,0,21,10,7470,104,123,3241.0623,0,0,21.0,0,1,,0.0
2018,9035,6,4203.2634,20170500935500,,6,6037,3,4103.8617,20170500935503,201705009355031,39,1,200,100,21,9140,6190,29,73,4460.4455,0,0,34.0,0,0,,0.0
2018,9035,6,4203.2634,20170500935500,,6,6037,4,4584.6401,20170500935504,201705009355041,41,1,200,100,21,9140,6190,29,73,4998.1644,0,0,34.0,0,0,,0.0
2018,9565,5,4019.1651,20170500992900,,6,0,1,4019.1651,20170500992901,201705009929011,21,2,100,500,21,3600,8270,1,81,4541.8539,0,0,10.0,1,0,,0.0
2018,9557,7,3896.9256,20170500994200,,6,0,1,3896.9256,20170500994201,201705009942013,23,2,100,0,21,6050,170,48,60,4328.9964,0,0,21.0,0,1,,0.0
2018,9639,7,4018.4596,20170501002600,,6,0,1,4018.4596,20170501002601,201705010026011,67,2,100,100,21,6040,170,3,20,4164.3604,0,0,21.0,0,1,,0.0
2018,9678,5,4853.8657,20170501003000,,6,0,1,4853.8657,20170501003003,201705010030031,50,2,300,0,21,4720,8680,8,92,5080.2163,1,0,10.0,1,0,,0.0
2018,9693,5,4297.2317,20170501003900,,6,0,2,3716.6989,20170501003902,201705010039021,33,1,100,100,21,4540,280,13,111,4010.4711,0,0,21.0,0,0,,0.0
2018,9690,6,3922.9658,20170501003900,,6,0,2,3740.3998,20170501003902,201705010039021,33,1,100,100,21,6260,770,52,111,4020.1585,0,0,21.0,0,0,,0.0
2018,9656,7,4124.6968,20170501003900,,6,0,2,3821.7086,20170501003902,201705010039021,33,1,100,100,21,6260,770,57,111,4091.6106,0,0,21.0,0,1,,0.0
2018,9781,5,3367.3693,20170501013100,,6,6089,2,3812.2608,20170501013102,201705010131022,30,1,100,0,21,530,3365,9,73,3933.5039,0,0,21.0,0,0,,0.0
2018,9778,6,3266.4157,20170501013100,,6,6089,2,3656.5807,20170501013102,201705010131022,30,1,100,0,21,530,3365,13,73,3834.1938,0,0,10.0,1,0,,0.0
2018,9852,5,4005.5519,20170501021400,,6,6089,2,3812.2608,20170501021403,201705010214031,30,1,100,0,21,530,3365,9,73,3933.5039,0,0,21.0,0,0,,0.0
2018,9848,6,3915.7728,20170501021400,,6,6089,2,3656.5807,20170501021403,201705010214031,30,1,100,0,21,530,3365,13,73,3834.1938,0,0,10.0,1,0,,0.0
2018,9852,5,4005.5519,20170501021400,,6,6089,3,3812.2608,20170501021404,201705010214041,30,1,100,0,21,530,3365,9,73,3933.5039,0,0,21.0,0,0,,0.0
2018,9848,6,3915.7728,20170501021400,,6,6089,3,3656.5807,20170501021404,201705010214041,30,1,100,0,21,530,3365,13,73,3834.1938,0,0,10.0,1,0,,0.0
2018,9968,6,3472.9215,20170501033300,,8,0,3,3490.7762,20170501033303,201705010333031,16,1,100,0,21,2720,8670,3,50,3735.2401,1,0,10.0,1,0,,0.0
2018,9968,6,3472.9215,20170501033300,,8,0,4,3490.7762,20170501033304,201705010333041,19,1,100,0,21,9130,8680,1,81,3735.2401,1,0,10.0,1,0,,0.0
2018,10180,6,3472.9215,20170501057000,,8,0,2,3472.9215,20170501057002,201705010570021,54,2,100,0,21,2310,7860,2,123,3641.229,0,0,21.0,0,0,,0.0
2018,10162,7,3483.3771,20170501057000,,8,0,2,3483.3771,20170501057002,201705010570021,54,2,100,0,21,4520,7860,8,123,3703.1251,0,0,10.0,1,1,,0.0
2018,10173,5,3848.7895,20170501058500,,8,0,1,3503.7507,20170501058501,201705010585011,53,1,100,0,21,430,1990,26,111,3661.4925,0,0,21.0,0,0,,0.0
2018,10192,6,3783.4814,20170501058500,,8,0,1,3187.2644,20170501058501,201705010585011,53,1,100,0,21,430,1990,30,111,3315.902,0,0,21.0,0,0,,0.0
2018,10171,7,3294.4615,20170501058500,,8,0,1,3194.4953,20170501058501,201705010585012,53,1,651,0,21,430,1990,35,111,3445.6128,0,0,21.0,0,1,,0.0
2018,10227,7,3374.6154,20170501062900,,8,0,1,3255.0231,20170501062901,201705010629011,49,1,100,0,21,4700,4670,3,73,3523.9703,1,0,10.0,1,1,,0.0
2018,10403,7,2944.8738,20170501080400,,8,0,1,2944.8738,20170501080401,201705010804011,46,2,651,0,21,160,4380,8,73,3179.2999,0,0,34.0,0,1,,0.0
2018,10526,5,3290.5052,20170501092600,,8,0,2,3290.5052,20170501092602,201705010926021,35,2,100,0,21,410,7070,2,111,3593.2541,0,0,21.0,0,0,,0.0
2018,10521,6,3084.1342,20170501092600,,8,0,2,3084.1342,20170501092602,201705010926021,35,2,100,0,21,410,7070,6,111,3318.6913,0,0,10.0,1,0,,0.0
2018,10708,5,3173.9605,20170501112100,,8,8013,3,3658.4366,20170501112103,201705011121031,29,1,100,0,21,430,7390,3,123,3979.9433,0,0,34.0,0,0,,0.0
2018,11149,5,2595.7801,20170501157500,,9,0,3,3338.6222,20170501157501,201705011575011,18,1,100,0,21,8255,1490,2,81,3579.1123,0,0,21.0,0,0,,0.0
2018,11159,6,2657.0954,20170501157500,,9,0,3,2860.0968,20170501157501,201705011575011,18,1,100,0,21,8255,1490,6,81,2960.3033,0,0,21.0,0,0,,0.0
2018,11133,7,2512.6447,20170501157500,,9,0,3,2929.4806,20170501157501,201705011575012,18,1,100,0,21,8255,1490,11,81,3310.0149,0,0,34.0,0,1,,0.0
2018,11266,6,2657.0954,20170501169400,,9,9001,2,2662.2722,20170501169402,201705011694021,56,1,100,0,21,4760,4870,1,123,2812.85,1,0,10.0,1,0,,0.0
2018,11303,6,2657.0954,20170501173800,,9,0,1,2657.0954,20170501173801,201705011738011,57,2,100,0,21,2200,7870,3,125,2753.3389,0,0,21.0,0,0,,0.0
2018,11273,7,2512.6447,20170501173800,,9,0,1,2512.6447,20170501173801,201705011738011,58,2,100,0,21,2200,7870,8,125,2709.4286,0,0,21.0,0,1,,0.0
2018,11397,5,2733.1563,20170501185700,,9,0,2,2983.2356,20170501185702,201705011857021,42,1,100,0,21,220,770,22,81,3185.0356,0,0,21.0,0,0,,0.0
2018,11446,5,713.8693,20170501190100,,10,10005,3,696.0864,20170501190103,201705011901031,25,1,100,0,21,430,6670,2,73,744.1425,0,0,10.0,1,0,,0.0
2018,11814,7,872.3882,20170501229900,,10,10001,1,872.3882,20170501229901,201705012299012,32,2,200,0,21,4000,8680,2,73,1069.7243,1,0,34.0,0,1,,0.0
2018,11814,7,872.3882,20170501229900,,10,10001,8,1458.6794,20170501229902,201705012299022,26,1,200,0,21,4000,8680,4,73,1865.8289,1,0,10.0,1,1,,0.0
2018,11946,6,618.9811,20170501240800,,10,10003,3,624.7394,20170501240803,201705012408031,23,1,100,0,21,4420,6570,26,81,694.792,0,0,34.0,0,0,,0.0
2018,12007,7,576.4845,20170501249800,,10,10003,2,855.3109,20170501249802,201705012498021,60,2,200,0,21,2310,7860,4,111,957.3372,0,0,21.0,0,1,,0.0
2018,12640,7,437.5824,20170501319000,,11,11001,1,437.5824,20170501319001,201705013190011,43,2,200,0,21,9120,6180,3,73,536.9698,0,0,21.0,0,1,,0.0
2018,12904,7,485.4882,20170501343500,,11,11001,1,485.4882,20170501343501,201705013435012,34,2,200,0,21,9120,6180,52,73,603.2576,0,0,34.0,0,1,,0.0
2018,12904,7,485.4882,20170501343500,,11,11001,2,550.6674,20170501343502,201705013435021,23,1,200,0,21,4030,8680,26,73,640.8218,1,0,21.0,0,1,,0.0
2018,12994,6,392.7529,20170501348000,,11,11001,1,392.7529,20170501348001,201705013480012,28,1,100,0,21,2145,7270,8,111,464.233,0,0,10.0,1,0,,0.0
2018,13694,7,486.0868,20170501429800,,11,11001,1,486.0868,20170501429801,201705014298011,37,2,200,0,21,4000,8680,4,73,610.1289,1,0,21.0,0,1,,0.0
2018,13773,7,486.0868,20170501435000,,11,11001,4,537.2793,20170501435004,201705014350041,19,2,200,0,21,8950,8470,52,73,658.4471,0,0,21.0,0,1,,0.0
2018,13831,5,541.2474,20170501435000,,11,11001,5,331.4191,20170501435005,201705014350051,63,2,100,0,21,4720,4990,13,73,374.0536,1,0,21.0,0,0,,0.0
2018,13823,6,576.7375,20170501435000,,11,11001,5,335.9495,20170501435005,201705014350051,63,2,100,0,21,4720,4990,17,73,382.1059,1,0,21.0,0,0,,0.0
2018,13773,7,486.0868,20170501435000,,11,11001,5,347.5951,20170501435005,201705014350051,63,2,100,0,21,4720,4990,22,73,391.7366,1,0,21.0,0,1,,0.0
2018,13878,5,549.3616,20170501442100,,11,11001,1,549.3616,20170501442101,201705014421011,35,2,651,0,21,50,9370,4,111,626.7936,0,0,10.0,1,0,,0.0
2018,13966,6,3975.1406,20170501451300,,12,12009,1,3975.1406,20170501451301,201705014513011,64,2,200,0,21,3500,7580,56,81,4360.7307,0,1,10.0,1,0,,0.0
2018,13966,6,3975.1406,20170501451300,,12,12009,2,3694.6717,20170501451302,201705014513021,62,1,200,0,21,1550,7290,119,81,3946.7849,0,1,12.0,1,0,,0.0
2018,13917,7,3270.4135,20170501451800,,12,0,1,3270.4135,20170501451801,201705014518011,66,1,200,0,21,6220,7580,1,111,3426.8936,0,1,21.0,0,1,,0.0
2018,14117,5,3806.741,20170501465400,,12,12103,2,3806.741,20170501465402,201705014654021,56,2,100,0,21,4760,4890,39,123,3955.6936,1,1,21.0,0,0,,0.0
2018,14099,6,3953.4906,20170501465400,,12,12103,2,3953.4906,20170501465402,201705014654021,56,2,100,0,21,4760,4890,4,123,4136.0353,1,1,21.0,0,0,,0.0
2018,14046,7,3810.0131,20170501465400,,12,12103,2,3810.0131,20170501465402,201705014654021,56,2,100,0,21,4760,4890,26,73,3984.4696,1,1,21.0,0,1,,0.0
2018,14231,5,3930.4539,20170501477500,,12,12103,1,3930.4539,20170501477501,201705014775012,45,2,100,0,21,4600,8470,8,73,4181.2082,0,1,10.0,1,0,,0.0
2018,14363,5,4028.9779,20170501493800,,12,12057,4,6314.9928,20170501493804,201705014938041,21,1,651,0,21,5610,5275,5,81,6556.3507,1,1,21.0,0,0,,0.0
2018,14359,6,4150.7902,20170501493800,,12,12057,4,6304.1219,20170501493804,201705014938041,21,1,651,0,21,5610,5275,9,81,7121.5412,1,1,21.0,0,0,,0.0
2018,14310,7,4287.1299,20170501493800,,12,12057,4,6067.1348,20170501493804,201705014938041,21,1,651,0,21,5610,5275,14,81,6613.9111,1,1,34.0,0,1,,0.0
2018,14410,6,3602.2688,20170501499300,,12,0,1,3602.2688,20170501499301,201705014993011,57,2,200,0,21,4020,8680,4,81,3951.6902,1,1,34.0,0,0,,0.0
2018,14557,6,3583.4661,20170501514700,,12,12009,1,3583.4661,20170501514701,201705015147011,50,2,200,0,21,2310,7860,2,111,3884.6147,0,1,21.0,0,0,,0.0
2018,14508,7,3415.9999,20170501514700,,12,12009,1,3415.9999,20170501514701,201705015147011,50,2,200,0,21,2310,7860,26,111,3667.1538,0,1,10.0,1,1,,0.0
2018,15104,7,4078.0378,20170501579900,,12,12019,5,4604.5946,20170501579902,201705015799022,17,2,100,0,21,4110,8680,3,81,4993.5202,1,1,21.0,0,1,,0.0
